StockID,ProductID,EmployeeID,OrderQty,StockedQty,ScrappedQty,ScrapReasonID,ModifiedDate
98,78,256,2296,2296,0,2,13-06-2011 00:00
99,6,259,574,574,0,3,13-06-2011 00:00
100,860,260,574,574,0,4,13-06-2011 00:00
101,934,258,305,305,0,5,19-06-2011 00:00
102,282,254,118,118,0,6,19-06-2011 00:00
103,948,257,151,151,0,7,19-06-2011 00:00
104,646,261,1148,1148,0,8,13-06-2011 00:00
105,726,251,1148,1148,0,9,13-06-2011 00:00
106,323,253,574,574,0,10,13-06-2011 00:00
107,367,255,574,574,0,11,13-06-2011 00:00
108,437,256,1,1,0,12,15-06-2011 00:00
109,278,259,1,1,0,13,15-06-2011 00:00
110,606,250,1,1,0,14,15-06-2011 00:00
111,618,258,1,1,0,15,15-06-2011 00:00
112,699,254,2,2,0,16,15-06-2011 00:00
113,545,257,2,2,0,1,15-06-2011 00:00
114,158,261,1,1,0,2,14-06-2011 00:00
115,841,251,1,1,0,3,14-06-2011 00:00
116,235,253,1,1,0,4,14-06-2011 00:00
117,922,255,1,1,0,5,15-06-2011 00:00
118,867,256,4,4,0,6,15-06-2011 00:00
119,967,259,2,2,0,7,15-06-2011 00:00
120,840,260,2,2,0,8,15-06-2011 00:00
121,196,250,2,2,0,9,15-06-2011 00:00
122,878,254,2,2,0,10,15-06-2011 00:00
123,356,257,2,2,0,11,15-06-2011 00:00
124,818,261,2,2,0,12,15-06-2011 00:00
125,859,251,4,4,0,13,15-06-2011 00:00
126,22,253,4,4,0,14,15-06-2011 00:00
127,602,255,4,4,0,15,15-06-2011 00:00
128,384,256,4,4,0,16,15-06-2011 00:00
129,895,259,40,40,0,1,14-06-2011 00:00
130,514,260,8,8,0,2,14-06-2011 00:00
131,618,258,4,4,0,3,14-06-2011 00:00
132,597,254,4,4,0,4,14-06-2011 00:00
133,651,257,4,4,0,5,14-06-2011 00:00
134,228,261,4,4,0,6,14-06-2011 00:00
135,626,251,4,4,0,7,14-06-2011 00:00
136,93,253,8,8,0,8,14-06-2011 00:00
137,483,255,4,4,0,9,14-06-2011 00:00
138,867,256,16,16,0,10,14-06-2011 00:00
139,294,252,4,4,0,11,14-06-2011 00:00
140,123,260,4,4,0,12,14-06-2011 00:00
141,712,258,4,4,0,13,15-06-2011 00:00
142,859,254,8,8,0,14,14-06-2011 00:00
143,410,257,8,8,0,15,14-06-2011 00:00
144,258,261,4,4,0,16,14-06-2011 00:00
145,322,250,4,4,0,1,14-06-2011 00:00
146,262,253,2,2,0,2,23-06-2011 00:00
147,539,255,1,1,0,3,23-06-2011 00:00
148,518,256,1,1,0,4,23-06-2011 00:00
149,707,259,1,1,0,5,23-06-2011 00:00
150,286,260,1,1,0,6,23-06-2011 00:00
151,49,258,4,4,0,7,23-06-2011 00:00
152,632,254,2,2,0,8,15-06-2011 00:00
153,550,252,1,1,0,9,15-06-2011 00:00
154,824,261,1,1,0,10,15-06-2011 00:00
155,258,251,1,1,0,11,15-06-2011 00:00
156,232,253,1,1,0,12,23-06-2011 00:00
157,27,255,4,4,0,13,23-06-2011 00:00
158,951,256,1,1,0,14,23-06-2011 00:00
159,723,259,4,4,0,15,23-06-2011 00:00
160,762,260,1,1,0,16,23-06-2011 00:00
161,106,258,4,4,0,1,23-06-2011 00:00
162,158,254,1,1,0,2,23-06-2011 00:00
163,710,257,4,4,0,3,23-06-2011 00:00
164,563,261,5,5,0,4,23-06-2011 00:00
165,385,251,5,5,0,5,23-06-2011 00:00
166,272,253,1,1,0,6,23-06-2011 00:00
167,506,255,4,4,0,7,23-06-2011 00:00
168,828,256,1,1,0,8,23-06-2011 00:00
169,735,259,4,4,0,9,23-06-2011 00:00
170,40,260,50,50,0,10,15-06-2011 00:00
171,214,258,10,10,0,11,15-06-2011 00:00
172,443,254,5,5,0,12,15-06-2011 00:00
173,217,257,10,10,0,13,15-06-2011 00:00
174,152,261,5,5,0,14,15-06-2011 00:00
175,648,251,5,5,0,15,15-06-2011 00:00
176,401,253,2,2,0,16,15-06-2011 00:00
177,686,252,8,8,0,1,15-06-2011 00:00
178,31,256,5,5,0,2,15-06-2011 00:00
179,235,259,20,20,0,3,15-06-2011 00:00
180,850,260,5,5,0,4,15-06-2011 00:00
181,260,258,5,5,0,5,15-06-2011 00:00
182,950,254,1,1,0,6,23-06-2011 00:00
183,392,257,4,4,0,7,23-06-2011 00:00
184,657,261,10,10,0,8,15-06-2011 00:00
185,880,251,10,10,0,9,15-06-2011 00:00
186,639,253,5,5,0,10,15-06-2011 00:00
187,536,255,5,5,0,11,15-06-2011 00:00
188,583,252,1,1,0,12,17-06-2011 00:00
189,428,259,1,1,0,13,17-06-2011 00:00
190,953,260,2,2,0,14,17-06-2011 00:00
191,238,258,1,1,0,15,16-06-2011 00:00
192,421,250,1,1,0,16,16-06-2011 00:00
193,863,257,2,2,0,1,17-06-2011 00:00
194,602,261,2,2,0,2,17-06-2011 00:00
195,980,251,2,2,0,3,17-06-2011 00:00
196,760,253,2,2,0,4,17-06-2011 00:00
197,439,255,2,2,0,5,17-06-2011 00:00
198,688,256,2,2,0,6,17-06-2011 00:00
199,837,259,2,2,0,7,17-06-2011 00:00
200,135,260,2,2,0,8,17-06-2011 00:00
201,497,258,20,20,0,9,16-06-2011 00:00
202,998,254,4,4,0,10,16-06-2011 00:00
203,567,257,2,2,0,11,16-06-2011 00:00
204,283,261,4,4,0,12,16-06-2011 00:00
205,228,251,2,2,0,13,16-06-2011 00:00
206,304,253,2,2,0,14,16-06-2011 00:00
207,241,255,4,4,0,15,16-06-2011 00:00
208,603,256,2,2,0,16,16-06-2011 00:00
209,764,259,8,8,0,1,16-06-2011 00:00
210,118,250,2,2,0,2,16-06-2011 00:00
211,717,258,2,2,0,3,16-06-2011 00:00
212,749,254,2,2,0,4,17-06-2011 00:00
213,262,257,4,4,0,5,16-06-2011 00:00
214,949,261,4,4,0,6,16-06-2011 00:00
215,66,251,2,2,0,7,16-06-2011 00:00
216,555,253,2,2,0,8,16-06-2011 00:00
217,319,255,1,1,0,9,27-06-2011 00:00
218,602,256,2,2,0,10,27-06-2011 00:00
219,616,259,1,1,0,11,27-06-2011 00:00
220,432,260,1,1,0,12,27-06-2011 00:00
221,19,250,1,1,0,13,27-06-2011 00:00
222,647,254,4,4,0,14,27-06-2011 00:00
223,511,257,1,1,0,15,17-06-2011 00:00
224,593,261,2,2,0,16,17-06-2011 00:00
225,270,251,1,1,0,1,17-06-2011 00:00
226,541,253,1,1,0,2,17-06-2011 00:00
227,202,255,1,1,0,3,27-06-2011 00:00
228,255,256,4,4,0,4,27-06-2011 00:00
229,994,259,1,1,0,5,27-06-2011 00:00
230,163,260,4,4,0,6,27-06-2011 00:00
231,138,258,1,1,0,7,27-06-2011 00:00
232,407,254,4,4,0,8,27-06-2011 00:00
233,729,257,1,1,0,9,27-06-2011 00:00
234,937,261,4,4,0,10,27-06-2011 00:00
235,992,251,5,5,0,11,27-06-2011 00:00
236,772,253,5,5,0,12,27-06-2011 00:00
237,86,255,1,1,0,13,27-06-2011 00:00
238,238,256,4,4,0,14,27-06-2011 00:00
239,71,252,1,1,0,15,27-06-2011 00:00
240,317,260,4,4,0,16,27-06-2011 00:00
241,816,258,50,50,0,1,17-06-2011 00:00
242,417,254,10,10,0,2,17-06-2011 00:00
243,154,257,5,5,0,3,17-06-2011 00:00
244,320,261,10,10,0,4,17-06-2011 00:00
245,485,250,5,5,0,5,17-06-2011 00:00
246,905,253,5,5,0,6,17-06-2011 00:00
247,907,255,2,2,0,7,17-06-2011 00:00
248,394,256,8,8,0,8,17-06-2011 00:00
249,782,259,5,5,0,9,17-06-2011 00:00
250,539,260,20,20,0,10,17-06-2011 00:00
251,857,258,5,5,0,11,17-06-2011 00:00
252,295,254,5,5,0,12,17-06-2011 00:00
253,404,252,1,1,0,13,27-06-2011 00:00
254,479,261,4,4,0,14,27-06-2011 00:00
255,278,251,10,10,0,15,17-06-2011 00:00
256,976,253,10,10,0,16,17-06-2011 00:00
257,191,255,5,5,0,1,17-06-2011 00:00
258,644,256,5,5,0,2,17-06-2011 00:00
259,782,259,1,1,0,3,19-06-2011 00:00
260,970,260,2,2,0,4,19-06-2011 00:00
261,272,258,1,1,0,5,19-06-2011 00:00
262,845,254,4,4,0,6,19-06-2011 00:00
263,710,257,1,1,0,7,18-06-2011 00:00
264,468,261,2,2,0,8,18-06-2011 00:00
265,170,251,1,1,0,9,18-06-2011 00:00
266,670,253,4,4,0,10,19-06-2011 00:00
267,838,255,4,4,0,11,19-06-2011 00:00
268,760,256,4,4,0,12,19-06-2011 00:00
269,432,259,4,4,0,13,19-06-2011 00:00
270,784,260,4,4,0,14,19-06-2011 00:00
271,363,258,4,4,0,15,19-06-2011 00:00
272,456,254,4,4,0,16,19-06-2011 00:00
273,338,257,4,4,0,1,19-06-2011 00:00
274,994,261,40,40,0,2,18-06-2011 00:00
275,340,251,8,8,0,3,18-06-2011 00:00
276,536,253,4,4,0,4,18-06-2011 00:00
277,700,252,8,8,0,5,18-06-2011 00:00
278,289,256,4,4,0,6,18-06-2011 00:00
279,211,259,4,4,0,7,18-06-2011 00:00
280,364,260,8,8,0,8,18-06-2011 00:00
281,627,258,4,4,0,9,18-06-2011 00:00
282,925,254,16,16,0,10,18-06-2011 00:00
283,730,257,4,4,0,11,18-06-2011 00:00
284,115,261,4,4,0,12,18-06-2011 00:00
285,817,251,4,4,0,13,19-06-2011 00:00
286,368,253,8,8,0,14,18-06-2011 00:00
287,587,255,8,8,0,15,18-06-2011 00:00
288,26,252,4,4,0,16,18-06-2011 00:00
289,91,259,4,4,0,1,18-06-2011 00:00
290,461,260,1,1,0,2,01-07-2011 00:00
291,503,258,1,1,0,3,01-07-2011 00:00
292,772,250,1,1,0,4,01-07-2011 00:00
293,378,257,1,1,0,5,01-07-2011 00:00
294,462,261,2,2,0,6,01-07-2011 00:00
295,733,251,1,1,0,7,19-06-2011 00:00
296,991,253,1,1,0,8,19-06-2011 00:00
297,83,255,1,1,0,9,19-06-2011 00:00
298,386,256,1,1,0,10,01-07-2011 00:00
299,505,259,2,2,0,11,01-07-2011 00:00
300,426,260,1,1,0,12,01-07-2011 00:00
301,887,258,2,2,0,13,01-07-2011 00:00
302,410,254,1,1,0,14,01-07-2011 00:00
303,192,257,2,2,0,15,01-07-2011 00:00
304,179,261,1,1,0,16,01-07-2011 00:00
305,203,251,2,2,0,1,01-07-2011 00:00
306,792,253,3,3,0,2,01-07-2011 00:00
307,150,255,3,3,0,3,01-07-2011 00:00
308,209,256,1,1,0,4,01-07-2011 00:00
309,751,259,2,2,0,5,01-07-2011 00:00
310,143,250,1,1,0,6,01-07-2011 00:00
311,655,258,2,2,0,7,01-07-2011 00:00
312,976,254,30,30,0,8,19-06-2011 00:00
313,187,257,6,6,0,9,19-06-2011 00:00
314,855,261,3,3,0,10,19-06-2011 00:00
315,97,251,6,6,0,11,19-06-2011 00:00
316,438,253,3,3,0,12,19-06-2011 00:00
317,485,255,3,3,0,13,19-06-2011 00:00
318,398,256,2,2,0,14,19-06-2011 00:00
319,178,259,4,4,0,15,19-06-2011 00:00
320,960,260,3,3,0,16,19-06-2011 00:00
321,773,250,12,12,0,1,19-06-2011 00:00
322,677,254,3,3,0,2,19-06-2011 00:00
323,128,257,3,3,0,3,19-06-2011 00:00
324,610,261,1,1,0,4,01-07-2011 00:00
325,734,251,2,2,0,5,01-07-2011 00:00
326,482,253,6,6,0,6,19-06-2011 00:00
327,509,255,6,6,0,7,19-06-2011 00:00
328,657,256,3,3,0,8,19-06-2011 00:00
329,546,259,3,3,0,9,19-06-2011 00:00
330,266,260,2,2,0,10,21-06-2011 00:00
331,692,258,1,1,0,11,21-06-2011 00:00
332,591,254,1,1,0,12,21-06-2011 00:00
333,386,257,2,2,0,13,21-06-2011 00:00
334,735,261,2,2,0,14,20-06-2011 00:00
335,276,251,1,1,0,15,20-06-2011 00:00
336,475,253,1,1,0,16,21-06-2011 00:00
337,907,255,2,2,0,1,21-06-2011 00:00
338,56,256,1,1,0,2,21-06-2011 00:00
339,690,252,2,2,0,3,21-06-2011 00:00
340,957,260,1,1,0,4,21-06-2011 00:00
341,742,258,2,2,0,5,21-06-2011 00:00
342,808,254,1,1,0,6,21-06-2011 00:00
343,582,257,2,2,0,7,21-06-2011 00:00
344,12,261,3,3,0,8,21-06-2011 00:00
345,925,250,3,3,0,9,21-06-2011 00:00
346,326,253,1,1,0,10,21-06-2011 00:00
347,91,255,2,2,0,11,21-06-2011 00:00
348,728,256,1,1,0,12,21-06-2011 00:00
349,216,259,2,2,0,13,21-06-2011 00:00
350,729,260,30,30,0,14,20-06-2011 00:00
351,606,258,6,6,0,15,20-06-2011 00:00
352,801,254,3,3,0,16,20-06-2011 00:00
353,936,252,6,6,0,1,20-06-2011 00:00
354,862,261,3,3,0,2,20-06-2011 00:00
355,386,251,3,3,0,3,20-06-2011 00:00
356,447,253,2,2,0,4,20-06-2011 00:00
357,486,255,4,4,0,5,20-06-2011 00:00
358,363,256,3,3,0,6,20-06-2011 00:00
359,13,259,12,12,0,7,20-06-2011 00:00
360,416,260,3,3,0,8,20-06-2011 00:00
361,502,258,3,3,0,9,20-06-2011 00:00
362,800,254,1,1,0,10,21-06-2011 00:00
363,793,257,2,2,0,11,21-06-2011 00:00
364,257,261,6,6,0,12,20-06-2011 00:00
365,199,251,6,6,0,13,20-06-2011 00:00
366,53,253,3,3,0,14,20-06-2011 00:00
367,905,255,3,3,0,15,20-06-2011 00:00
368,531,256,1,1,0,16,05-07-2011 00:00
369,149,259,1,1,0,1,05-07-2011 00:00
370,934,260,1,1,0,2,05-07-2011 00:00
371,203,258,2,2,0,3,05-07-2011 00:00
372,62,254,1,1,0,4,05-07-2011 00:00
373,287,257,3,3,0,5,05-07-2011 00:00
374,160,261,3,3,0,6,05-07-2011 00:00
375,245,251,1,1,0,7,21-06-2011 00:00
376,773,253,1,1,0,8,21-06-2011 00:00
377,690,252,1,1,0,9,21-06-2011 00:00
378,839,256,2,2,0,10,21-06-2011 00:00
379,669,259,1,1,0,11,21-06-2011 00:00
380,132,260,6,6,0,12,05-07-2011 00:00
381,317,258,3,3,0,13,05-07-2011 00:00
382,861,254,3,3,0,14,05-07-2011 00:00
383,269,257,3,3,0,15,05-07-2011 00:00
384,133,261,3,3,0,16,05-07-2011 00:00
385,354,251,3,3,0,1,05-07-2011 00:00
386,900,253,3,3,0,2,05-07-2011 00:00
387,800,255,6,6,0,3,05-07-2011 00:00
388,636,252,6,6,0,4,05-07-2011 00:00
389,722,259,6,6,0,5,05-07-2011 00:00
390,953,260,6,6,0,6,05-07-2011 00:00
391,80,258,60,60,0,7,21-06-2011 00:00
392,538,250,12,12,0,8,21-06-2011 00:00
393,229,257,6,6,0,9,21-06-2011 00:00
394,988,261,6,6,0,10,21-06-2011 00:00
395,846,251,6,6,0,11,21-06-2011 00:00
396,271,253,6,6,0,12,21-06-2011 00:00
397,96,255,6,6,0,13,21-06-2011 00:00
398,601,256,12,12,0,14,21-06-2011 00:00
399,941,259,6,6,0,15,21-06-2011 00:00
400,44,260,24,24,0,16,21-06-2011 00:00
401,471,258,6,6,0,1,21-06-2011 00:00
402,674,254,6,6,0,2,21-06-2011 00:00
403,506,257,6,6,0,3,05-07-2011 00:00
404,766,261,12,12,0,4,21-06-2011 00:00
405,794,251,12,12,0,5,21-06-2011 00:00
406,310,253,6,6,0,6,21-06-2011 00:00
407,195,255,6,6,0,7,21-06-2011 00:00
408,68,256,1,1,0,8,23-06-2011 00:00
409,419,259,1,1,0,9,23-06-2011 00:00
410,983,250,1,1,0,10,23-06-2011 00:00
411,291,258,1,1,0,11,23-06-2011 00:00
412,6,254,2,2,0,12,23-06-2011 00:00
413,880,257,1,1,0,13,22-06-2011 00:00
414,254,261,1,1,0,14,22-06-2011 00:00
415,812,251,1,1,0,15,22-06-2011 00:00
416,620,253,3,3,0,16,23-06-2011 00:00
417,686,259,1,1,0,1,23-06-2011 00:00
418,49,260,2,2,0,2,23-06-2011 00:00
419,767,258,1,1,0,3,23-06-2011 00:00
420,468,250,2,2,0,4,23-06-2011 00:00
421,139,257,1,1,0,5,23-06-2011 00:00
422,700,261,2,2,0,6,23-06-2011 00:00
423,104,251,3,3,0,7,23-06-2011 00:00
424,238,253,3,3,0,8,23-06-2011 00:00
425,485,255,3,3,0,9,23-06-2011 00:00
426,905,256,3,3,0,10,23-06-2011 00:00
427,181,259,30,30,0,11,22-06-2011 00:00
428,946,260,6,6,0,12,22-06-2011 00:00
429,1,258,3,3,0,13,22-06-2011 00:00
430,65,254,2,2,0,14,22-06-2011 00:00
431,817,257,4,4,0,15,22-06-2011 00:00
432,801,261,3,3,0,16,22-06-2011 00:00
433,866,251,3,3,0,1,22-06-2011 00:00
434,451,253,6,6,0,2,22-06-2011 00:00
435,443,255,3,3,0,3,22-06-2011 00:00
436,583,256,12,12,0,4,22-06-2011 00:00
437,141,259,3,3,0,5,22-06-2011 00:00
438,233,250,3,3,0,6,22-06-2011 00:00
439,467,258,3,3,0,7,23-06-2011 00:00
440,376,254,6,6,0,8,22-06-2011 00:00
441,119,257,6,6,0,9,22-06-2011 00:00
442,24,261,3,3,0,10,22-06-2011 00:00
443,803,251,3,3,0,11,22-06-2011 00:00
444,46,253,1,1,0,12,09-07-2011 00:00
445,168,255,1,1,0,13,09-07-2011 00:00
446,420,256,2,2,0,14,09-07-2011 00:00
447,994,259,4,4,0,15,09-07-2011 00:00
448,935,260,1,1,0,16,23-06-2011 00:00
449,495,250,1,1,0,1,23-06-2011 00:00
450,80,254,2,2,0,2,23-06-2011 00:00
451,437,257,4,4,0,3,09-07-2011 00:00
452,653,261,4,4,0,4,09-07-2011 00:00
453,216,251,4,4,0,5,09-07-2011 00:00
454,575,253,4,4,0,6,09-07-2011 00:00
455,413,255,4,4,0,7,09-07-2011 00:00
456,976,256,4,4,0,8,09-07-2011 00:00
457,575,259,4,4,0,9,09-07-2011 00:00
458,536,260,4,4,0,10,09-07-2011 00:00
459,864,258,40,40,0,11,23-06-2011 00:00
460,331,254,8,8,0,12,23-06-2011 00:00
461,202,257,4,4,0,13,23-06-2011 00:00
462,175,261,8,8,0,14,23-06-2011 00:00
463,333,251,4,4,0,15,23-06-2011 00:00
464,216,253,4,4,0,16,23-06-2011 00:00
465,373,255,8,8,0,1,23-06-2011 00:00
466,533,256,4,4,0,2,23-06-2011 00:00
467,461,252,16,16,0,3,23-06-2011 00:00
468,522,260,4,4,0,4,23-06-2011 00:00
469,303,258,4,4,0,5,23-06-2011 00:00
470,73,254,4,4,0,6,09-07-2011 00:00
471,256,257,8,8,0,7,23-06-2011 00:00
472,874,261,8,8,0,8,23-06-2011 00:00
473,669,250,4,4,0,9,23-06-2011 00:00
474,712,253,4,4,0,10,23-06-2011 00:00
475,979,255,1,1,0,11,25-06-2011 00:00
476,884,256,1,1,0,12,25-06-2011 00:00
477,241,259,1,1,0,13,25-06-2011 00:00
478,438,260,1,1,0,14,25-06-2011 00:00
479,805,258,1,1,0,15,25-06-2011 00:00
480,297,254,3,3,0,16,25-06-2011 00:00
481,776,252,1,1,0,1,24-06-2011 00:00
482,712,261,1,1,0,2,24-06-2011 00:00
483,893,251,1,1,0,3,24-06-2011 00:00
484,186,253,1,1,0,4,24-06-2011 00:00
485,93,255,4,4,0,5,25-06-2011 00:00
486,909,256,1,1,0,6,25-06-2011 00:00
487,355,259,3,3,0,7,25-06-2011 00:00
488,719,260,1,1,0,8,25-06-2011 00:00
489,316,258,3,3,0,9,25-06-2011 00:00
490,814,254,1,1,0,10,25-06-2011 00:00
491,663,257,3,3,0,11,25-06-2011 00:00
492,123,261,4,4,0,12,25-06-2011 00:00
493,505,251,4,4,0,13,25-06-2011 00:00
494,93,253,4,4,0,14,25-06-2011 00:00
495,24,255,4,4,0,15,25-06-2011 00:00
496,468,256,40,39,1,16,24-06-2011 00:00
497,636,259,8,8,0,1,24-06-2011 00:00
498,557,260,4,4,0,2,24-06-2011 00:00
499,462,258,2,2,0,3,24-06-2011 00:00
500,253,254,6,6,0,4,24-06-2011 00:00
501,511,257,4,4,0,5,24-06-2011 00:00
502,311,261,4,4,0,6,24-06-2011 00:00
503,333,251,8,8,0,7,24-06-2011 00:00
504,787,253,4,4,0,8,24-06-2011 00:00
505,198,252,16,16,0,9,24-06-2011 00:00
506,285,256,4,4,0,10,24-06-2011 00:00
507,134,259,4,4,0,11,24-06-2011 00:00
508,167,260,4,4,0,12,25-06-2011 00:00
509,454,258,8,8,0,13,24-06-2011 00:00
510,988,254,8,8,0,14,24-06-2011 00:00
511,552,257,4,4,0,15,24-06-2011 00:00
512,118,261,4,4,0,16,24-06-2011 00:00
513,880,251,1,1,0,1,13-07-2011 00:00
514,187,253,1,1,0,2,13-07-2011 00:00
515,421,255,2,2,0,3,13-07-2011 00:00
516,184,252,1,1,0,4,25-06-2011 00:00
517,214,259,1,1,0,5,25-06-2011 00:00
518,208,260,2,2,0,6,13-07-2011 00:00
519,348,258,2,2,0,7,13-07-2011 00:00
520,684,250,2,2,0,8,13-07-2011 00:00
521,651,257,2,2,0,9,13-07-2011 00:00
522,271,261,2,2,0,10,13-07-2011 00:00
523,826,251,2,2,0,11,13-07-2011 00:00
524,872,253,2,2,0,12,13-07-2011 00:00
525,246,255,2,2,0,13,13-07-2011 00:00
526,203,256,20,20,0,14,25-06-2011 00:00
527,502,259,4,4,0,15,25-06-2011 00:00
528,990,260,2,2,0,16,25-06-2011 00:00
529,2,258,4,4,0,1,25-06-2011 00:00
530,93,254,2,2,0,2,25-06-2011 00:00
531,211,257,2,2,0,3,25-06-2011 00:00
532,41,261,4,4,0,4,25-06-2011 00:00
533,402,251,2,2,0,5,25-06-2011 00:00
534,401,253,8,8,0,6,25-06-2011 00:00
535,240,255,2,2,0,7,25-06-2011 00:00
536,454,256,2,2,0,8,25-06-2011 00:00
537,419,255,2,2,0,9,13-07-2011 00:00
538,419,256,4,4,0,10,25-06-2011 00:00
539,756,259,4,4,0,11,25-06-2011 00:00
540,812,260,2,2,0,12,25-06-2011 00:00
541,579,259,2,2,0,13,25-06-2011 00:00
542,824,250,1,1,0,14,27-06-2011 00:00
543,457,258,2,2,0,15,27-06-2011 00:00
544,304,254,2,2,0,16,27-06-2011 00:00
545,944,257,2,2,0,1,27-06-2011 00:00
546,684,261,7,7,0,2,27-06-2011 00:00
547,207,251,1,1,0,3,26-06-2011 00:00
548,901,253,2,2,0,4,26-06-2011 00:00
549,405,255,2,2,0,5,26-06-2011 00:00
550,802,256,2,2,0,6,26-06-2011 00:00
551,49,259,7,7,0,7,27-06-2011 00:00
552,27,260,7,7,0,8,27-06-2011 00:00
553,410,250,7,7,0,9,27-06-2011 00:00
554,970,254,7,7,0,10,27-06-2011 00:00
555,788,257,7,7,0,11,27-06-2011 00:00
