StockID,ProductID,EmployeeID,OrderQty,StockedQty,ScrappedQty,ScrapReasonID,ModifiedDate
160,56,260,1,1,0,16,23-06-2011 00:00
161,503,258,4,4,0,1,23-06-2011 00:00
162,931,254,1,1,0,2,23-06-2011 00:00
163,588,257,4,4,0,3,23-06-2011 00:00
164,295,261,5,5,0,4,23-06-2011 00:00
165,565,251,5,5,0,5,23-06-2011 00:00
166,174,253,1,1,0,6,23-06-2011 00:00
167,599,255,4,4,0,7,23-06-2011 00:00
168,177,256,1,1,0,8,23-06-2011 00:00
169,803,259,4,4,0,9,23-06-2011 00:00
170,592,260,50,50,0,10,15-06-2011 00:00
171,846,258,10,10,0,11,15-06-2011 00:00
172,950,254,5,5,0,12,15-06-2011 00:00
173,104,257,10,10,0,13,15-06-2011 00:00
174,92,261,5,5,0,14,15-06-2011 00:00
175,977,251,5,5,0,15,15-06-2011 00:00
176,453,253,2,2,0,16,15-06-2011 00:00
177,757,252,8,8,0,1,15-06-2011 00:00
178,780,256,5,5,0,2,15-06-2011 00:00
179,812,259,20,20,0,3,15-06-2011 00:00
180,312,260,5,5,0,4,15-06-2011 00:00
181,360,258,5,5,0,5,15-06-2011 00:00
182,190,254,1,1,0,6,23-06-2011 00:00
183,363,257,4,4,0,7,23-06-2011 00:00
184,88,261,10,10,0,8,15-06-2011 00:00
185,387,251,10,10,0,9,15-06-2011 00:00
186,637,253,5,5,0,10,15-06-2011 00:00
187,773,255,5,5,0,11,15-06-2011 00:00
188,616,252,1,1,0,12,17-06-2011 00:00
189,931,259,1,1,0,13,17-06-2011 00:00
190,416,260,2,2,0,14,17-06-2011 00:00
191,451,258,1,1,0,15,16-06-2011 00:00
192,580,250,1,1,0,16,16-06-2011 00:00
193,154,257,2,2,0,1,17-06-2011 00:00
194,370,261,2,2,0,2,17-06-2011 00:00
195,289,251,2,2,0,3,17-06-2011 00:00
196,892,253,2,2,0,4,17-06-2011 00:00
197,821,255,2,2,0,5,17-06-2011 00:00
198,109,256,2,2,0,6,17-06-2011 00:00
199,50,259,2,2,0,7,17-06-2011 00:00
200,764,260,2,2,0,8,17-06-2011 00:00
201,897,258,20,20,0,9,16-06-2011 00:00
202,917,254,4,4,0,10,16-06-2011 00:00
203,869,257,2,2,0,11,16-06-2011 00:00
204,65,261,4,4,0,12,16-06-2011 00:00
205,27,251,2,2,0,13,16-06-2011 00:00
206,936,253,2,2,0,14,16-06-2011 00:00
207,553,255,4,4,0,15,16-06-2011 00:00
208,357,256,2,2,0,16,16-06-2011 00:00
209,705,259,8,8,0,1,16-06-2011 00:00
210,102,250,2,2,0,2,16-06-2011 00:00
211,388,258,2,2,0,3,16-06-2011 00:00
212,565,254,2,2,0,4,17-06-2011 00:00
213,184,257,4,4,0,5,16-06-2011 00:00
214,365,261,4,4,0,6,16-06-2011 00:00
215,184,251,2,2,0,7,16-06-2011 00:00
216,541,253,2,2,0,8,16-06-2011 00:00
217,550,255,1,1,0,9,27-06-2011 00:00
218,83,256,2,2,0,10,27-06-2011 00:00
219,187,259,1,1,0,11,27-06-2011 00:00
220,364,260,1,1,0,12,27-06-2011 00:00
221,841,250,1,1,0,13,27-06-2011 00:00
222,119,254,4,4,0,14,27-06-2011 00:00
223,935,257,1,1,0,15,17-06-2011 00:00
224,451,261,2,2,0,16,17-06-2011 00:00
225,75,251,1,1,0,1,17-06-2011 00:00
226,262,253,1,1,0,2,17-06-2011 00:00
227,995,255,1,1,0,3,27-06-2011 00:00
228,108,256,4,4,0,4,27-06-2011 00:00
229,920,259,1,1,0,5,27-06-2011 00:00
230,215,260,4,4,0,6,27-06-2011 00:00
231,656,258,1,1,0,7,27-06-2011 00:00
232,479,254,4,4,0,8,27-06-2011 00:00
233,359,257,1,1,0,9,27-06-2011 00:00
234,961,261,4,4,0,10,27-06-2011 00:00
235,173,251,5,5,0,11,27-06-2011 00:00
236,231,253,5,5,0,12,27-06-2011 00:00
237,346,255,1,1,0,13,27-06-2011 00:00
238,316,256,4,4,0,14,27-06-2011 00:00
239,501,252,1,1,0,15,27-06-2011 00:00
240,881,260,4,4,0,16,27-06-2011 00:00
241,190,258,50,50,0,1,17-06-2011 00:00
242,904,254,10,10,0,2,17-06-2011 00:00
243,157,257,5,5,0,3,17-06-2011 00:00
244,903,261,10,10,0,4,17-06-2011 00:00
245,273,250,5,5,0,5,17-06-2011 00:00
246,769,253,5,5,0,6,17-06-2011 00:00
247,346,255,2,2,0,7,17-06-2011 00:00
248,952,256,8,8,0,8,17-06-2011 00:00
249,888,259,5,5,0,9,17-06-2011 00:00
250,168,260,20,20,0,10,17-06-2011 00:00
251,151,258,5,5,0,11,17-06-2011 00:00
252,96,254,5,5,0,12,17-06-2011 00:00
253,734,252,1,1,0,13,27-06-2011 00:00
254,135,261,4,4,0,14,27-06-2011 00:00
255,694,251,10,10,0,15,17-06-2011 00:00
256,267,253,10,10,0,16,17-06-2011 00:00
257,361,255,5,5,0,1,17-06-2011 00:00
258,962,256,5,5,0,2,17-06-2011 00:00
259,631,259,1,1,0,3,19-06-2011 00:00
260,140,260,2,2,0,4,19-06-2011 00:00
261,464,258,1,1,0,5,19-06-2011 00:00
262,212,254,4,4,0,6,19-06-2011 00:00
263,456,257,1,1,0,7,18-06-2011 00:00
264,588,261,2,2,0,8,18-06-2011 00:00
265,40,251,1,1,0,9,18-06-2011 00:00
266,566,253,4,4,0,10,19-06-2011 00:00
267,458,255,4,4,0,11,19-06-2011 00:00
268,271,256,4,4,0,12,19-06-2011 00:00
269,952,259,4,4,0,13,19-06-2011 00:00
270,83,260,4,4,0,14,19-06-2011 00:00
271,614,258,4,4,0,15,19-06-2011 00:00
272,101,254,4,4,0,16,19-06-2011 00:00
273,636,257,4,4,0,1,19-06-2011 00:00
274,461,261,40,40,0,2,18-06-2011 00:00
275,232,251,8,8,0,3,18-06-2011 00:00
276,103,253,4,4,0,4,18-06-2011 00:00
277,410,252,8,8,0,5,18-06-2011 00:00
278,391,256,4,4,0,6,18-06-2011 00:00
279,841,259,4,4,0,7,18-06-2011 00:00
280,635,260,8,8,0,8,18-06-2011 00:00
281,286,258,4,4,0,9,18-06-2011 00:00
282,772,254,16,16,0,10,18-06-2011 00:00
283,775,257,4,4,0,11,18-06-2011 00:00
284,963,261,4,4,0,12,18-06-2011 00:00
285,32,251,4,4,0,13,19-06-2011 00:00
286,556,253,8,8,0,14,18-06-2011 00:00
287,349,255,8,8,0,15,18-06-2011 00:00
288,185,252,4,4,0,16,18-06-2011 00:00
289,492,259,4,4,0,1,18-06-2011 00:00
290,745,260,1,1,0,2,01-07-2011 00:00
291,293,258,1,1,0,3,01-07-2011 00:00
292,897,250,1,1,0,4,01-07-2011 00:00
293,2,257,1,1,0,5,01-07-2011 00:00
294,521,261,2,2,0,6,01-07-2011 00:00
295,290,251,1,1,0,7,19-06-2011 00:00
296,37,253,1,1,0,8,19-06-2011 00:00
297,595,255,1,1,0,9,19-06-2011 00:00
298,55,256,1,1,0,10,01-07-2011 00:00
299,867,259,2,2,0,11,01-07-2011 00:00
300,720,260,1,1,0,12,01-07-2011 00:00
301,963,258,2,2,0,13,01-07-2011 00:00
302,19,254,1,1,0,14,01-07-2011 00:00
303,659,257,2,2,0,15,01-07-2011 00:00
304,846,261,1,1,0,16,01-07-2011 00:00
305,552,251,2,2,0,1,01-07-2011 00:00
306,870,253,3,3,0,2,01-07-2011 00:00
307,780,255,3,3,0,3,01-07-2011 00:00
308,411,256,1,1,0,4,01-07-2011 00:00
309,864,259,2,2,0,5,01-07-2011 00:00
310,873,250,1,1,0,6,01-07-2011 00:00
311,274,258,2,2,0,7,01-07-2011 00:00
312,802,254,30,30,0,8,19-06-2011 00:00
313,560,257,6,6,0,9,19-06-2011 00:00
314,321,261,3,3,0,10,19-06-2011 00:00
315,563,251,6,6,0,11,19-06-2011 00:00
316,293,253,3,3,0,12,19-06-2011 00:00
317,342,255,3,3,0,13,19-06-2011 00:00
318,89,256,2,2,0,14,19-06-2011 00:00
319,858,259,4,4,0,15,19-06-2011 00:00
320,451,260,3,3,0,16,19-06-2011 00:00
321,331,250,12,12,0,1,19-06-2011 00:00
322,256,254,3,3,0,2,19-06-2011 00:00
323,115,257,3,3,0,3,19-06-2011 00:00
324,704,261,1,1,0,4,01-07-2011 00:00
325,521,251,2,2,0,5,01-07-2011 00:00
326,243,253,6,6,0,6,19-06-2011 00:00
327,93,255,6,6,0,7,19-06-2011 00:00
328,728,256,3,3,0,8,19-06-2011 00:00
329,227,259,3,3,0,9,19-06-2011 00:00
330,58,260,2,2,0,10,21-06-2011 00:00
331,877,258,1,1,0,11,21-06-2011 00:00
332,558,254,1,1,0,12,21-06-2011 00:00
333,915,257,2,2,0,13,21-06-2011 00:00
334,883,261,2,2,0,14,20-06-2011 00:00
335,746,251,1,1,0,15,20-06-2011 00:00
336,660,253,1,1,0,16,21-06-2011 00:00
337,498,255,2,2,0,1,21-06-2011 00:00
338,11,256,1,1,0,2,21-06-2011 00:00
339,820,252,2,2,0,3,21-06-2011 00:00
340,622,260,1,1,0,4,21-06-2011 00:00
341,541,258,2,2,0,5,21-06-2011 00:00
342,291,254,1,1,0,6,21-06-2011 00:00
343,265,257,2,2,0,7,21-06-2011 00:00
344,470,261,3,3,0,8,21-06-2011 00:00
345,953,250,3,3,0,9,21-06-2011 00:00
346,734,253,1,1,0,10,21-06-2011 00:00
347,474,255,2,2,0,11,21-06-2011 00:00
348,225,256,1,1,0,12,21-06-2011 00:00
349,595,259,2,2,0,13,21-06-2011 00:00
350,266,260,30,30,0,14,20-06-2011 00:00
351,574,258,6,6,0,15,20-06-2011 00:00
352,305,254,3,3,0,16,20-06-2011 00:00
353,538,252,6,6,0,1,20-06-2011 00:00
354,764,261,3,3,0,2,20-06-2011 00:00
355,33,251,3,3,0,3,20-06-2011 00:00
356,818,253,2,2,0,4,20-06-2011 00:00
357,645,255,4,4,0,5,20-06-2011 00:00
358,971,256,3,3,0,6,20-06-2011 00:00
359,608,259,12,12,0,7,20-06-2011 00:00
360,810,260,3,3,0,8,20-06-2011 00:00
361,17,258,3,3,0,9,20-06-2011 00:00
362,543,254,1,1,0,10,21-06-2011 00:00
363,266,257,2,2,0,11,21-06-2011 00:00
364,908,261,6,6,0,12,20-06-2011 00:00
365,78,251,6,6,0,13,20-06-2011 00:00
366,493,253,3,3,0,14,20-06-2011 00:00
367,896,255,3,3,0,15,20-06-2011 00:00
368,609,256,1,1,0,16,05-07-2011 00:00
369,175,259,1,1,0,1,05-07-2011 00:00
370,415,260,1,1,0,2,05-07-2011 00:00
371,750,258,2,2,0,3,05-07-2011 00:00
372,997,254,1,1,0,4,05-07-2011 00:00
373,615,257,3,3,0,5,05-07-2011 00:00
374,330,261,3,3,0,6,05-07-2011 00:00
375,115,251,1,1,0,7,21-06-2011 00:00
376,604,253,1,1,0,8,21-06-2011 00:00
377,232,252,1,1,0,9,21-06-2011 00:00
378,368,256,2,2,0,10,21-06-2011 00:00
379,739,259,1,1,0,11,21-06-2011 00:00
380,778,260,6,6,0,12,05-07-2011 00:00
381,229,258,3,3,0,13,05-07-2011 00:00
382,122,254,3,3,0,14,05-07-2011 00:00
383,765,257,3,3,0,15,05-07-2011 00:00
384,925,261,3,3,0,16,05-07-2011 00:00
385,631,251,3,3,0,1,05-07-2011 00:00
386,546,253,3,3,0,2,05-07-2011 00:00
387,288,255,6,6,0,3,05-07-2011 00:00
388,312,252,6,6,0,4,05-07-2011 00:00
389,424,259,6,6,0,5,05-07-2011 00:00
390,438,260,6,6,0,6,05-07-2011 00:00
391,716,258,60,60,0,7,21-06-2011 00:00
392,124,250,12,12,0,8,21-06-2011 00:00
393,597,257,6,6,0,9,21-06-2011 00:00
394,324,261,6,6,0,10,21-06-2011 00:00
395,99,251,6,6,0,11,21-06-2011 00:00
396,29,253,6,6,0,12,21-06-2011 00:00
397,1,255,6,6,0,13,21-06-2011 00:00
398,389,256,12,12,0,14,21-06-2011 00:00
399,115,259,6,6,0,15,21-06-2011 00:00
400,655,260,24,24,0,16,21-06-2011 00:00
401,946,258,6,6,0,1,21-06-2011 00:00
402,630,254,6,6,0,2,21-06-2011 00:00
403,599,257,6,6,0,3,05-07-2011 00:00
404,521,261,12,12,0,4,21-06-2011 00:00
405,852,251,12,12,0,5,21-06-2011 00:00
406,247,253,6,6,0,6,21-06-2011 00:00
407,343,255,6,6,0,7,21-06-2011 00:00
408,121,256,1,1,0,8,23-06-2011 00:00
409,834,259,1,1,0,9,23-06-2011 00:00
410,840,250,1,1,0,10,23-06-2011 00:00
411,914,258,1,1,0,11,23-06-2011 00:00
412,458,254,2,2,0,12,23-06-2011 00:00
413,697,257,1,1,0,13,22-06-2011 00:00
414,175,261,1,1,0,14,22-06-2011 00:00
415,824,251,1,1,0,15,22-06-2011 00:00
416,201,253,3,3,0,16,23-06-2011 00:00
417,562,259,1,1,0,1,23-06-2011 00:00
418,740,260,2,2,0,2,23-06-2011 00:00
419,68,258,1,1,0,3,23-06-2011 00:00
420,250,250,2,2,0,4,23-06-2011 00:00
421,723,257,1,1,0,5,23-06-2011 00:00
422,248,261,2,2,0,6,23-06-2011 00:00
423,217,251,3,3,0,7,23-06-2011 00:00
424,99,253,3,3,0,8,23-06-2011 00:00
425,554,255,3,3,0,9,23-06-2011 00:00
426,320,256,3,3,0,10,23-06-2011 00:00
427,389,259,30,30,0,11,22-06-2011 00:00
428,926,260,6,6,0,12,22-06-2011 00:00
429,559,258,3,3,0,13,22-06-2011 00:00
430,198,254,2,2,0,14,22-06-2011 00:00
431,364,257,4,4,0,15,22-06-2011 00:00
432,498,261,3,3,0,16,22-06-2011 00:00
433,640,251,3,3,0,1,22-06-2011 00:00
434,561,253,6,6,0,2,22-06-2011 00:00
435,664,255,3,3,0,3,22-06-2011 00:00
436,474,256,12,12,0,4,22-06-2011 00:00
437,295,259,3,3,0,5,22-06-2011 00:00
438,606,250,3,3,0,6,22-06-2011 00:00
439,825,258,3,3,0,7,23-06-2011 00:00
440,712,254,6,6,0,8,22-06-2011 00:00
441,629,257,6,6,0,9,22-06-2011 00:00
442,504,261,3,3,0,10,22-06-2011 00:00
443,80,251,3,3,0,11,22-06-2011 00:00
444,91,253,1,1,0,12,09-07-2011 00:00
445,979,255,1,1,0,13,09-07-2011 00:00
446,53,256,2,2,0,14,09-07-2011 00:00
447,804,259,4,4,0,15,09-07-2011 00:00
448,491,260,1,1,0,16,23-06-2011 00:00
449,390,250,1,1,0,1,23-06-2011 00:00
450,517,254,2,2,0,2,23-06-2011 00:00
451,782,257,4,4,0,3,09-07-2011 00:00
452,742,261,4,4,0,4,09-07-2011 00:00
453,525,251,4,4,0,5,09-07-2011 00:00
454,749,253,4,4,0,6,09-07-2011 00:00
455,599,255,4,4,0,7,09-07-2011 00:00
456,427,256,4,4,0,8,09-07-2011 00:00
457,10,259,4,4,0,9,09-07-2011 00:00
458,184,260,4,4,0,10,09-07-2011 00:00
459,321,258,40,40,0,11,23-06-2011 00:00
460,101,254,8,8,0,12,23-06-2011 00:00
461,774,257,4,4,0,13,23-06-2011 00:00
462,109,261,8,8,0,14,23-06-2011 00:00
463,806,251,4,4,0,15,23-06-2011 00:00
464,639,253,4,4,0,16,23-06-2011 00:00
465,103,255,8,8,0,1,23-06-2011 00:00
466,985,256,4,4,0,2,23-06-2011 00:00
467,329,252,16,16,0,3,23-06-2011 00:00
468,44,260,4,4,0,4,23-06-2011 00:00
469,307,258,4,4,0,5,23-06-2011 00:00
470,714,254,4,4,0,6,09-07-2011 00:00
471,541,257,8,8,0,7,23-06-2011 00:00
472,922,261,8,8,0,8,23-06-2011 00:00
473,225,250,4,4,0,9,23-06-2011 00:00
474,526,253,4,4,0,10,23-06-2011 00:00
475,82,255,1,1,0,11,25-06-2011 00:00
476,805,256,1,1,0,12,25-06-2011 00:00
477,558,259,1,1,0,13,25-06-2011 00:00
478,990,260,1,1,0,14,25-06-2011 00:00
479,35,258,1,1,0,15,25-06-2011 00:00
480,753,254,3,3,0,16,25-06-2011 00:00
481,644,252,1,1,0,1,24-06-2011 00:00
482,705,261,1,1,0,2,24-06-2011 00:00
483,263,251,1,1,0,3,24-06-2011 00:00
484,743,253,1,1,0,4,24-06-2011 00:00
485,927,255,4,4,0,5,25-06-2011 00:00
486,52,256,1,1,0,6,25-06-2011 00:00
487,475,259,3,3,0,7,25-06-2011 00:00
488,315,260,1,1,0,8,25-06-2011 00:00
489,922,258,3,3,0,9,25-06-2011 00:00
490,108,254,1,1,0,10,25-06-2011 00:00
491,469,257,3,3,0,11,25-06-2011 00:00
492,758,261,4,4,0,12,25-06-2011 00:00
493,982,251,4,4,0,13,25-06-2011 00:00
494,759,253,4,4,0,14,25-06-2011 00:00
495,110,255,4,4,0,15,25-06-2011 00:00
496,941,256,40,39,1,16,24-06-2011 00:00
497,407,259,8,8,0,1,24-06-2011 00:00
498,145,260,4,4,0,2,24-06-2011 00:00
499,415,258,2,2,0,3,24-06-2011 00:00
500,661,254,6,6,0,4,24-06-2011 00:00
501,7,257,4,4,0,5,24-06-2011 00:00
502,832,261,4,4,0,6,24-06-2011 00:00
503,746,251,8,8,0,7,24-06-2011 00:00
504,147,253,4,4,0,8,24-06-2011 00:00
505,70,252,16,16,0,9,24-06-2011 00:00
506,646,256,4,4,0,10,24-06-2011 00:00
507,747,259,4,4,0,11,24-06-2011 00:00
508,833,260,4,4,0,12,25-06-2011 00:00
509,23,258,8,8,0,13,24-06-2011 00:00
510,838,254,8,8,0,14,24-06-2011 00:00
511,414,257,4,4,0,15,24-06-2011 00:00
512,748,261,4,4,0,16,24-06-2011 00:00
513,22,251,1,1,0,1,13-07-2011 00:00
514,770,253,1,1,0,2,13-07-2011 00:00
515,170,255,2,2,0,3,13-07-2011 00:00
516,405,252,1,1,0,4,25-06-2011 00:00
517,61,259,1,1,0,5,25-06-2011 00:00
518,924,260,2,2,0,6,13-07-2011 00:00
519,780,258,2,2,0,7,13-07-2011 00:00
520,3,250,2,2,0,8,13-07-2011 00:00
521,714,257,2,2,0,9,13-07-2011 00:00
522,468,261,2,2,0,10,13-07-2011 00:00
523,354,251,2,2,0,11,13-07-2011 00:00
524,669,253,2,2,0,12,13-07-2011 00:00
525,413,255,2,2,0,13,13-07-2011 00:00
526,449,256,20,20,0,14,25-06-2011 00:00
527,214,259,4,4,0,15,25-06-2011 00:00
528,946,260,2,2,0,16,25-06-2011 00:00
529,987,258,4,4,0,1,25-06-2011 00:00
530,767,254,2,2,0,2,25-06-2011 00:00
531,591,257,2,2,0,3,25-06-2011 00:00
532,49,261,4,4,0,4,25-06-2011 00:00
533,456,251,2,2,0,5,25-06-2011 00:00
534,690,253,8,8,0,6,25-06-2011 00:00
535,216,255,2,2,0,7,25-06-2011 00:00
536,228,256,2,2,0,8,25-06-2011 00:00
537,62,255,2,2,0,9,13-07-2011 00:00
538,511,256,4,4,0,10,25-06-2011 00:00
539,277,259,4,4,0,11,25-06-2011 00:00
540,158,260,2,2,0,12,25-06-2011 00:00
541,257,259,2,2,0,13,25-06-2011 00:00
542,946,250,1,1,0,14,27-06-2011 00:00
543,613,258,2,2,0,15,27-06-2011 00:00
544,122,254,2,2,0,16,27-06-2011 00:00
545,97,257,2,2,0,1,27-06-2011 00:00
546,425,261,7,7,0,2,27-06-2011 00:00
547,694,251,1,1,0,3,26-06-2011 00:00
548,86,253,2,2,0,4,26-06-2011 00:00
549,314,255,2,2,0,5,26-06-2011 00:00
550,564,256,2,2,0,6,26-06-2011 00:00
551,35,259,7,7,0,7,27-06-2011 00:00
552,639,260,7,7,0,8,27-06-2011 00:00
553,302,250,7,7,0,9,27-06-2011 00:00
554,334,254,7,7,0,10,27-06-2011 00:00
555,204,257,7,7,0,11,27-06-2011 00:00
